1005000001	-25	BTO:0000000
1005000002	-25	BTO:0000001
1005000003	-25	BTO:0000002
1005000004	-25	BTO:0000003
1005000005	-25	BTO:0000004
1005000006	-25	BTO:0000005
1005000007	-25	BTO:0000006
1005000008	-25	BTO:0000007
1005000009	-25	BTO:0000008
1005000010	-25	BTO:0000009
1005000011	-25	BTO:0000010
1005000012	-25	BTO:0000011
1005000013	-25	BTO:0000012
1005000014	-25	BTO:0000013
1005000015	-25	BTO:0000014
1005000016	-25	BTO:0000015
1005000017	-25	BTO:0000016
1005000018	-25	BTO:0000017
1005000019	-25	BTO:0000018
1005000020	-25	BTO:0000019
1005000021	-25	BTO:0000020
1005000022	-25	BTO:0000021
1005000023	-25	BTO:0000022
1005000024	-25	BTO:0000023
1005000025	-25	BTO:0000024
1005000026	-25	BTO:0000025
1005000027	-25	BTO:0000026
1005000028	-25	BTO:0000027
1005000029	-25	BTO:0000028
1005000030	-25	BTO:0000029
1005000031	-25	BTO:0000030
1005000032	-25	BTO:0000031
1005000033	-25	BTO:0000032
1005000034	-25	BTO:0000033
1005000035	-25	BTO:0000034
1005000036	-25	BTO:0000035
1005000037	-25	BTO:0000036
1005000038	-25	BTO:0000037
1005000039	-25	BTO:0000038
1005000040	-25	BTO:0000039
1005000041	-25	BTO:0000040
1005000042	-25	BTO:0000041
1005000043	-25	BTO:0000042
1005000044	-25	BTO:0000043
1005000045	-25	BTO:0000044
1005000046	-25	BTO:0000045
1005000047	-25	BTO:0000046
1005000048	-25	BTO:0000047
1005000049	-25	BTO:0000048
1005000050	-25	BTO:0000049
1005000051	-25	BTO:0000050
1005000052	-25	BTO:0000051
1005000053	-25	BTO:0000052
1005000054	-25	BTO:0000053
1005000055	-25	BTO:0000054
1005000056	-25	BTO:0000055
1005000057	-25	BTO:0000056
1005000058	-25	BTO:0000057
1005000059	-25	BTO:0000058
1005000060	-25	BTO:0000059
1005000061	-25	BTO:0000060
1005000062	-25	BTO:0000061
1005000063	-25	BTO:0000062
1005000064	-25	BTO:0000063
1005000065	-25	BTO:0000064
1005000066	-25	BTO:0000065
1005000067	-25	BTO:0000066
1005000068	-25	BTO:0000067
1005000069	-25	BTO:0000068
1005000070	-25	BTO:0000069
1005000071	-25	BTO:0000070
1005000072	-25	BTO:0000071
1005000073	-25	BTO:0000072
1005000074	-25	BTO:0000073
1005000075	-25	BTO:0000074
1005000076	-25	BTO:0000075
1005000077	-25	BTO:0000076
1005000078	-25	BTO:0000077
1005000079	-25	BTO:0000078
1005000080	-25	BTO:0000079
1005000081	-25	BTO:0000080
1005000082	-25	BTO:0000081
1005000083	-25	BTO:0000082
1005000084	-25	BTO:0000083
1005000085	-25	BTO:0000084
1005000086	-25	BTO:0000085
1005000087	-25	BTO:0000086
1005000088	-25	BTO:0000087
1005000089	-25	BTO:0000088
1005000090	-25	BTO:0000089
1005000091	-25	BTO:0000090
1005000092	-25	BTO:0000091
1005000093	-25	BTO:0000092
