1005000002	1005000001
1005000002	1005000215
1005000002	1005000217
1005000002	1005001489
1005000003	1005000001
1005000003	1005000215
1005000003	1005000217
1005000003	1005001478
1005000003	1005001489
1005000005	1005000001
1005000005	1005000215
1005000005	1005000217
1005000005	1005001478
1005000005	1005001489
1005000006	1005000001
1005000006	1005000215
1005000006	1005000217
1005000006	1005001478
1005000006	1005001489
1005000007	1005000373
1005000008	1005000001
1005000008	1005000043
1005000008	1005000068
1005000008	1005000175
1005000008	1005000285
1005000008	1005000380
1005000008	1005000432
1005000008	1005000522
1005000008	1005000669
1005000008	1005000671
1005000008	1005001244
1005000008	1005001488
1005000008	1005001490
1005000008	1005002732
1005000008	1005003090
1005000008	1005003091
1005000009	1005000001
1005000009	1005000215
1005000009	1005000217
1005000009	1005001478
1005000009	1005001489
1005000010	1005000001
1005000010	1005000215
1005000010	1005000217
1005000010	1005001478
1005000010	1005001489
1005000011	1005000001
1005000011	1005000215
1005000011	1005000217
1005000011	1005001478
1005000011	1005001489
1005000012	1005000001
1005000012	1005000043
1005000012	1005000175
1005000012	1005000285
1005000012	1005000380
1005000012	1005001488
1005000013	1005000001
1005000013	1005000215
1005000013	1005000217
1005000013	1005001478
1005000013	1005001489
1005000014	1005000001
1005000014	1005000215
1005000014	1005000217
1005000014	1005001478
1005000014	1005001489
1005000015	1005000001
1005000015	1005000215
1005000015	1005000217
1005000015	1005001478
1005000015	1005001489
1005000016	1005000001
1005000016	1005000215
1005000016	1005000217
1005000016	1005001478
1005000016	1005001489
1005000017	1005000101
1005000017	1005000102
1005000017	1005000256
1005000017	1005000526
1005000017	1005000527
1005000017	1005000690
1005000017	1005001529
1005000018	1005000177
1005000018	1005000298
1005000018	1005000416
1005000018	1005001120
1005000019	1005000001
1005000019	1005000043
1005000019	1005000177
1005000019	1005000204
1005000019	1005000298
1005000019	1005000354
1005000019	1005000416
1005000019	1005000762
1005000019	1005000763
1005000019	1005001120
1005000019	1005001488
1005000019	1005002552
1005000019	1005004076
1005000020	1005000001
1005000020	1005000043
1005000020	1005000175
1005000020	1005000285
1005000020	1005000380
1005000020	1005000669
1005000020	1005001200
1005000020	1005001488
1005000020	1005001962
1005000020	1005001963
1005000020	1005002194
1005000021	1005000001
1005000021	1005000043
1005000021	1005001488
1005000021	1005001492
1005000022	1005000001
1005000022	1005000043
1005000022	1005000283
1005000022	1005000887
1005000022	1005001103
1005000022	1005001369
1005000022	1005001484
1005000022	1005001485
1005000022	1005001488
1005000023	1005000001
1005000023	1005000043
1005000023	1005000497
1005000023	1005001447
1005000023	1005001483
1005000023	1005001488
1005000024	1005000001
1005000024	1005000043
1005000024	1005000508
1005000024	1005000887
1005000024	1005001103
1005000024	1005001368
1005000024	1005001369
1005000024	1005001484
1005000024	1005001485
1005000024	1005001488
1005000024	1005001492
1005000025	1005000001
1005000025	1005000043
1005000025	1005000059
1005000025	1005000511
1005000025	1005001307
1005000025	1005001488
1005000025	1005001490
1005000026	1005000001
1005000026	1005000043
1005000026	1005000066
1005000026	1005000175
1005000026	1005000285
1005000026	1005000449
1005000026	1005000473
1005000026	1005001488
1005000027	1005000001
1005000027	1005000215
1005000027	1005000217
1005000027	1005001478
1005000027	1005001489
1005000028	1005000001
1005000028	1005000486
1005000028	1005001460
1005000028	1005001480
1005000028	1005002016
1005000029	1005000001
1005000029	1005000043
1005000029	1005000346
1005000029	1005000434
1005000029	1005000435
1005000029	1005000522
1005000029	1005000765
1005000029	1005000988
1005000029	1005001487
1005000029	1005001488
1005000029	1005001490
1005000030	1005000001
1005000030	1005000031
1005000030	1005000043
1005000030	1005000721
1005000030	1005000722
1005000030	1005000887
1005000030	1005001103
1005000030	1005001367
1005000030	1005001369
1005000030	1005001376
1005000030	1005001484
1005000030	1005001485
1005000030	1005001488
1005000030	1005001491
1005000030	1005001728
1005000030	1005002344
1005000031	1005000001
1005000031	1005000043
1005000031	1005000721
1005000031	1005000722
1005000031	1005000887
1005000031	1005001103
1005000031	1005001367
1005000031	1005001369
1005000031	1005001376
1005000031	1005001484
1005000031	1005001485
1005000031	1005001488
1005000031	1005001491
1005000031	1005001728
1005000031	1005002344
1005000032	1005000001
1005000032	1005000486
1005000032	1005001460
1005000032	1005001480
1005000032	1005002016
1005000033	1005000036
1005000033	1005000177
1005000033	1005000194
1005000033	1005000416
1005000033	1005000586
1005000033	1005000604
1005000033	1005001532
1005000034	1005000001
1005000034	1005000004
1005000034	1005000043
1005000034	1005000059
1005000034	1005000168
1005000034	1005000177
1005000034	1005000189
1005000034	1005000270
1005000034	1005000298
1005000034	1005000416
1005000034	1005000511
1005000034	1005000604
1005000034	1005000648
1005000034	1005000706
1005000034	1005000797
1005000034	1005001120
1005000034	1005001488
1005000034	1005001490
1005000034	1005001509
1005000034	1005001531
1005000034	1005001612
1005000034	1005001613
1005000034	1005001615
1005000034	1005001912
1005000034	1005001913
1005000035	1005000001
1005000035	1005000248
1005000035	1005000852
1005000035	1005001188
1005000035	1005001191
1005000035	1005001243
1005000035	1005001300
1005000035	1005001460
1005000035	1005001480
1005000036	1005000177
1005000036	1005000194
1005000036	1005000416
1005000036	1005000586
1005000036	1005000604
1005000036	1005001532
1005000037	1005000177
1005000037	1005000416
1005000037	1005000498
1005000037	1005000604
1005000038	1005000177
1005000038	1005000416
1005000038	1005000604
1005000038	1005000680
1005000039	1005000001
1005000039	1005000004
1005000039	1005000043
1005000039	1005000059
1005000039	1005000168
1005000039	1005000177
1005000039	1005000189
1005000039	1005000270
1005000039	1005000298
1005000039	1005000416
1005000039	1005000511
1005000039	1005000604
1005000039	1005000648
1005000039	1005000706
1005000039	1005000797
1005000039	1005001120
1005000039	1005001488
1005000039	1005001490
1005000039	1005001509
1005000039	1005001531
1005000039	1005001612
1005000039	1005001613
1005000039	1005001615
1005000039	1005001912
1005000039	1005001913
1005000040	1005000001
1005000040	1005001188
1005000040	1005001191
1005000040	1005001460
1005000040	1005001480
1005000041	1005000001
1005000041	1005000043
1005000041	1005000143
1005000041	1005000147
1005000041	1005000228
1005000041	1005000233
1005000041	1005000283
1005000041	1005000496
1005000041	1005000522
1005000041	1005000672
1005000041	1005000673
1005000041	1005001073
1005000041	1005001483
1005000041	1005001487
1005000041	1005001488
1005000042	1005000001
1005000042	1005000043
1005000042	1005000143
1005000042	1005000147
1005000042	1005000228
1005000042	1005000283
1005000042	1005000672
1005000042	1005000758
1005000042	1005001483
1005000042	1005001488
1005000043	1005000001
1005000044	1005000001
1005000044	1005000043
1005000044	1005000143
1005000044	1005000147
1005000044	1005000228
1005000044	1005000233
1005000044	1005000283
1005000044	1005000672
1005000044	1005000673
1005000044	1005001483
1005000044	1005001488
1005000045	1005000001
1005000045	1005000043
1005000045	1005000203
1005000045	1005000283
1005000045	1005000432
1005000045	1005000440
1005000045	1005000522
